Year,Box Office Average per US Cinema (Opening Weekend),Number of Theatres in US Opening Weekend,Opening Weekend,Profitability,Worldwide Gross,Domestic Gross,Foreign Gross,Budget,Film ,Lead Studio,Rotten Tomatoes %,Audience  score %,Story,Genre,Oscar,Bafta
2010,2333,916,0.26,337.39%,60.73,18.33,42.4,18,127 Hours,Independent,93,84,Escape,Adventure,,
2010,2272,3030,6.9,131.41%,42.05,17.8,24.25,32,Going the Distance,Warner Bros.,53,56,Love,Comedy,,
2010,2211,2997,6.6,102.77%,35.97,17.63,18.34,35,Furry Vengeance,Summit,8,36,Comedy,Comedy,,
2010,1904,2825,5.4,23.19%,10.9,10.55,0.36,47,Jonah Hex,Warner Bros.,13,24,Revenge,Action,,
2010,16557,3792,62.8,514.74%,823.58,292.58,531,160,Inception,Warner Bros.,86,93,Journey and Return,Action,,
2010,16343,3081,50.4,849.75%,169.95,117.19,52.76,20,Jackass 3-D,Paramount,63,72,Comedy,Documentary,,
2010,16251,4359,70.8,453.82%,748.8,238.74,510.06,165,Shrek Forever After,Paramount,57,64,Journey and Return,Animation,,
2010,16225,3476,56.4,785.33%,541.88,251.38,290.5,69,Despicable Me,Universal,81,81,Maturation,Animation,,
2010,16213,3777,61.2,394.57%,493.21,163.21,330,125,Clash of the Titans,Warner Bros.,28,48,Quest,Action,,
2010,1585,2551,4,93.20%,9.32,8.53,0.8,10,MacGruber,Independent,47,33,Comedy,Action,,
2010,15351,3655,56.2,416.33%,216.49,110.49,106,52,Valentine's Day,Warner Bros.,17,54,Love,Comedy,,
2010,15197,3663,55.7,897.83%,359.13,176.59,182.53,40,The Karate Kid,Sony,66,75,Underdog,Action,,
2010,14510,4468,64.8,1019.97%,693.58,300.53,393.05,68,The Twilight Saga: Eclipse,Summit,50,74,Monster Force,Drama,,
2010,13729,2991,41,368.50%,294.8,128.01,166.79,80,Shutter Island,Paramount,68,73,The Riddle,Drama,,
2010,13591,2155,29.3,303.35%,60.67,60.09,0.58,20,Why Did I Get Married Too?,Lionsgate,27,67,Comedy,Comedy,,
2010,13535,3603,48.77,136.57%,355.08,175.78,179.3,260,Tangled,Disney,89,88,Love,Animation,,
2010,12725,3169,40.3,212.75%,319.12,131.77,187.35,150,The Last Airbender,Paramount,6,42,Quest,Action,,
2010,12649,3216,40.67,5917.00%,177.51,84.75,92.75,3,Paranormal Activity 2,Paramount,,,Monster Force,Horror,,
2010,12628,6,0.075,38.18%,8.4,1.81,6.59,22,Stone,Independent,49,20,Rivalry,Drama,,
2010,12578,3451,44.03,171.42%,291.41,148.21,143.2,170,Tron: Legacy,Independent,50,67,Fish Out Of Water,Action,,
2010,11462,3534,40.5,334.25%,267.4,161.9,105.5,80,Grown Ups,Independent,10,59,Comedy,Comedy,,
2010,10785,4055,43.7,299.93%,494.88,217.58,277.3,165,How to Train Your Dragon,Paramount,98,90,Underdog,Animation,,
2010,10650,3270,34.8,334.72%,274.47,103.07,171.4,82,The Expendables,Independent,40,58,Pursuit,Action,,
2010,10540,3111,32.7,191.81%,153.45,94.84,58.62,80,The Book of Eli,Independent,48,68,Quest,Action,,
2010,10295,3503,36,160.84%,321.67,105.27,216.4,200,Robin Hood,Universal,42,59,Rivalry,Action,,
2010,10262,2969,30.4,459.92%,114.98,80.01,34.96,25,Dear John,Sony,29,66,Love,Drama,,
2010,($),,($m),% of budget recovered,($m),($m),($m),($m),,,,,,,,
2010,,?,0.8,390.00%,7.8,6.25,1.54,2,Winter's Bone,Independent,94,73,Quest,Drama,,
2010,,402,0.16,121.18%,26.66,3.24,23.42,22,You Will Meet a Tall Dark Stranger,Independent,43,35,Love,Comedy,,
2010,,4,2,133.38%,60.02,15.54,44.48,45,The Ghost Writer,Independent,83,68,The Riddle,Mystery,,
2010,,4,0.43,69.57%,4.87,1.11,3.76,7,Mother and Child,Independent,79,61,Transformation,Drama,,
2010,,2,0.032,131.00%,7.86,6.67,1.19,6,City Island,Independent,81,77,Transformation,Comedy,,
2010,,100,0.11,134.00%,20.1,1.44,18.66,15,I Love You Phillip Morris,Independent,71,57,Love,Comedy,,
2010,,,11.1,27.54%,3.58,0.22,3.36,13,The Killer Inside Me,Independent,56,41,The Riddle,Crime,,
2010,,,0.51,64.10%,6.41,1.48,0.49,10,The Joneses,Independent,61,47,Temptation,Comedy,,
2010,,,0.3,6.83%,0.41,0.11,0.3,6,The Greatest,Independent,52,39,Discovery,Drama,,
2009,9716,3119,30.3,2.13,212.70,124.900000000000000,87.80,100,Cloudy with a Chance of Meatballs,Sony,86,70,Comedy,Animation,,
2009,9579,2882,27.6,5.40,205.30,88.900000000000000,116.40,38,The Ugly Truth,Independent,14,68,Love,Comedy,,
2009,8782,3121,27.4,3.82,152.60,66.500000000000000,86.10,40,The Final Destination,Warner Bros.,29,52,Escape,Horror,,
2009,8754,3735,32.7,0.85,85.30,63.400000000000000,16.30,100,Where the Wild Things Are,Warner Bros.,73,59,Journey and Return,Adventure,,
2009,8405,2357,19.8,4.78,76.50,35.900000000000000,40.00,16,The Unborn,Relativity Media,11,39,Monster Force,Horror,,
2009,8159,3683,30.1,1.70,323.60,137.900000000000000,185.70,190,A Christmas Carol,Disney,52,72,Transformation,Animation,,
2009,8147,3036,24.7,3.95,93.30,49.200000000000000,42.50,23.6,Zombieland,Sony,90,87,Monster Force,Action,,
2009,7765,3183,24.7,9.07,226.80,145.000000000000000,81.80,25,Taken,Independent,58,83,Pursuit,Action,,
2009,7603,3074,4.7,1.36,150.00,65.500000000000000,84.60,110,The Taking of Pelham 1 2 3,Sony,51,60,Rescue,Action,,
2009,7329,2299,16.8,2.03,121.90,75.300000000000000,46.60,60,Coraline,Universal,89,77,Journey and Return,Animation,,
2009,7288,3255,23.7,6.82,136.30,64.200000000000000,72.10,20,17 Again,Independent,55,70,Maturation,Comedy,,
2009,7080,2942,20.8,2.60,91.10,37.000000000000000,50.80,35,Underworld: Rise of the Lycans,Sony,30,68,Rivalry,Action,,
2009,6635,2563,17,1.42,92.30,44.000000000000000,48.30,65,The Lovely Bones,Paramount,32,57,Tragedy,Drama,,
2009,6528,3226,21.1,3.82,114.70,100.400000000000000,13.40,30,Bride Wars,Fox,11,56,Comedy,Comedy,,
2009,6233,2988,18.6,2.04,79.70,40.600000000000000,37.60,39,The Time Traveler's Wife,Paramount,38,65,Love,Drama,,
2009,5947,1895,11.2,6.48,162.02,83.820000000000000,78.20,25,Up in the Air,Paramount,90,76,Maturation,Drama,,Adapted Screenplay
2009,5201,2443,12.7,2.01,48.20,32.400000000000000,15.80,24,The Men Who Stare at Goats,Independent,52,43,Comedy,Comedy,,
2009,4650,3036,14.1,4.48,49.30,31.800000000000000,17.00,11,Saw VI,Independent,40,67,Escape,Horror,,
2009,4577,817,3.8,7.81,58.60,48.300000000000000,9.30,7.5,(500) Days of Summer,Fox,87,81,Love,Comedy,,
2009,41890,6,0.3,2.93,20.50,9.200000000000000,7.10,7,A Serious Man,Universal,89,64,Love,Drama,,
2009,4048,3035,12.3,1.47,73.40,51.900000000000000,19.60,50,Planet 51,Independent,22,45,Comedy,Animation,,
2009,36338,4,0.14,1.21,18.10,14.700000000000000,3.40,15,The Hurt Locker,Independent,97,83,Quest,Drama,"Best Picture, Director, Original Screenplay","Film, Director, Original Screenplay"
2009,35497,4024,142.8,14.08,704.20,293.800000000000000,410.30,50,The Twilight Saga: New Moon,Summit,27,78,Love,Drama,,
2009,3426,2033,7,1.07,42.78,20.500000000000000,21.80,40,Fantastic Mr. Fox,Fox,93,80,Rivalry,Animation,,
2009,25736,4234,109,3.98,836.30,402.100000000000000,434.20,210,Transformers: Revenge of the Fallen,Paramount,20,76,Revenge,Action,,
2009,22313,3452,77,11.45,"2,712.85",743.800000000000000,"1,969.00",237,Avatar,Fox,83,92,Metamorphosis,Action,,
2009,20751,4099,85.1,2.49,373.10,179.900000000000000,193.20,150,X-Men Origins: Wolverine,Fox,37,72,Revenge,Action,,
2009,19539,3849,75.2,2.75,385.50,257.700000000000000,127.80,140,Star Trek,Paramount,94,91,Revenge,Action,,
2009,19165,3404,65.3,3.84,767.90,165.600000000000000,602.40,200,2012,Sony,39,63,Escape,Action,,
2009,18085,3766,68.1,4.15,727.10,293.000000000000000,434.00,175,Up,Disney,98,86,Journey and Return,Animation,Animated,Animated
2009,17183,3626,62.3,4.38,394.60,197.600000000000000,197.00,90,Sherlock Holmes,Warner Bros.,70,81,The Riddle,Action,,
2009,15291,3611,55.2,1.34,185.30,107.500000000000000,77.70,138,Watchmen,Warner Bros.,64,68,Sacrifice,Action,,
2009,13759,3269,45,13.35,467.30,277.300000000000000,190.00,35,The Hangover,Warner Bros.,79,87,Comedy,Comedy,,
2009,13534,111,1.5,0.57,14.30,7.900000000000000,6.50,25,The Road,The Weinstein Company,75,65,Quest,Adventure,,
2009,13210,3700,48.8,5.88,440.70,219.500000000000000,221.30,75,Alvin and the Chipmunks: The Squeakquel,Independent,21,59,Comedy,Animation,,
2009,13100,3527,46.2,3.24,485.90,133.400000000000000,352.60,150,Angels & Demons,Sony,36,65,The Riddle,Mystery,,
2009,12056,3530,42.6,1.86,372.00,125.300000000000000,246.70,200,Terminator Salvation,Independent,33,64,Monster Force,Action,,
2009,11429,3000,34.3,2.77,166.40,109.200000000000000,57.20,60,Couples Retreat,Universal,12,47,Comedy,Comedy,,
2009,11110,2756,30.6,3.11,130.80,60.100000000000000,70.70,42,Bruno,Universal,68,48,Comedy,Comedy,,
2009,11004,3056,33.6,7.87,314.70,164.000000000000000,150.70,40,The Proposal,Disney,43,74,Love,Comedy,,
2009,10971,3110,34.1,10.18,295.10,255.800000000000000,39.30,29,The Blind Side,Independent,65,90,Rags To Riches,Biography,Best Actress,
2009,10125,3144,31.8,7.05,183.30,80.000000000000000,103.30,26,Paul Blart: Mall Cop,Sony,33,50,Comedy,Action,,
2009,($),,($m),% of budget recovered,($m),($m),($m),($m),,,,,,,,
2009,,,,,,,,,Average,,,,,,,
2009,,,,,,,,,"420.00""",19.6,,,http://www.the-numbers.com/movies/records/allbudgets.php,,,
2008,9891,3911,38.7,2.88,230.50,130.32,100.37,80.0,Get Smart,Warner Bros.,51,73,Pursuit,Action,,
2008,9822,3030,30.1,9.59,103.60,56.75,57.12,10.8,Saw V,Independent,13,63,Monster Force,Crime,,
2008,9325,2976,27.75,8.67,572.20,143.76,465.71,66.0,Mamma Mia!,Universal,53,76,Love,Comedy,,
2008,9114,3215,29.3,5.80,116.00,93.12,54.76,20.0,Beverly Hills Chihuahua,Disney,41,56,Journey and Return,Adventure,,
2008,8987,2988,26.85,2.01,322.00,79.01,206.42,160.0,The Curious Case of Benjamin Button,Warner Bros.,73,81,love,Fantasy,,
2008,8562,3560,30.5,2.30,230.00,74.30,153.73,100.0,The Day the Earth Stood Still,Fox,19,34,Sacrifice,Thriller,,
2008,8515,2466,20.99,8.62,77.60,52.60,29.79,9.0,The Strangers,Relativity Media,44,48,Escape,Horror,,
2008,8397,2070,17.38,3.71,37.11,37.11,0.00,10.0,Tyler Perry's The Family That Preys,Independent,51,36,Discovery,Drama,,
2008,8305,3510,29.2,2.20,175.90,101.18,76.62,80.0,Eagle Eye,Paramount,27,72,pursuit,Action,,
2008,8148,839,6.84,66.90,33.45,33.45,0.02,0.5,Fireproof,Independent,40,51,love,Drama,,
2008,8004,2213,17.7,2.98,38.80,37.93,0.87,13.0,First Sunday,Independent,13,59,Comedy,Comedy,,
2008,7980,3428,27.4,2.69,222.20,80.17,142.06,82.5,Jumper,Fox,16,50,Rescue,Action,,
2008,7777,3319,25.81,2.09,188.00,110.46,77.58,90.0,Tropic Thunder,Paramount,83,69,fish out of water,Comedy,,
2008,7756,2711,21.03,2.45,184.00,60.69,117.20,75.0,Valkyrie,MGM,58,66,Sacrifice,Thriller,,
2008,7705,2700,20.81,3.18,57.20,43.87,,18.0,Prom Night,Independent,8,46,escape,Horror,,
2008,7655,2470,18.91,8.47,148.20,58.02,92.80,17.5,Step Up 2: The Streets,Disney,26,81,underdog,Drama,,
2008,7567,3072,23.2,3.90,101.50,87.34,14.28,26.0,Pineapple Express,Sony,68,74,Comedy,Action,,
2008,7526,3057,23.01,5.34,160.30,76.81,83.50,30.0,27 Dresses,Fox,40,71,Love,Comedy,,
2008,7477,2811,21.0,4.90,220.70,101.70,140.29,45.0,Journey to the Center of the Earth,Warner Bros.,61,55,Quest,Action,,
2008,7457,3681,27.5,1.07,85.40,85.35,102.77,80.0,Bedtime Stories,Disney,25,63,rivalry,Comedy,,
2008,7215,2651,19.13,4.18,154.80,60.36,103.36,37.0,Burn After Reading,Relativity Media,78,64,Comedy,Comedy,,
2008,7182,3651,26.2,1.93,289.30,109.90,195.93,150.0,Bolt,Disney,89,76,rescue,Animation,,
2008,7104,2605,18.51,2.82,84.60,38.23,46.41,30.0,Meet the Spartans,Independent,2,31,comedy,Comedy,,
2008,7035,1166,8.2,1.93,77.20,26.81,50.90,40.0,The Other Boleyn Girl,Independent,41,65,tragedy,Drama,,
2008,6909,3125,21.6,1.53,110.60,70.23,,72.5,Fool's Gold,Warner Bros.,11,53,Quest,Adventure,,
2008,6865,2792,19.17,2.38,66.70,66.69,25.09,28.0,Role Models,Universal,77,75,Discovery,Comedy,,
2008,6845,2543,17.41,0.91,63.90,60.32,3.70,70.0,Baby Mama,Independent,63,59,Discovery,Comedy,,
2008,6791,3151,21.4,2.34,128.80,52.08,75.90,55.0,The Forbidden Kingdom,Relativity Media,64,65,journey & return,Action,,
2008,6791,2798,17.73,3.49,104.80,62.93,42.00,30.0,Forgetting Sarah Marshall,Independent,85,75,maturation,Comedy,,
2008,6790,2387,16.21,1.58,43.40,42.19,,27.5,"Welcome Home, Roscoe Jenkins",Universal,24,64,discovery,Comedy,,
2008,6617,2751,18.2,2.38,113.20,42.75,,47.5,Rambo,Lionsgate,36,70,Rescue,Action,,
2008,6617,1591,10.53,3.44,37.80,37.43,2.18,11.0,The Secret Life of Bees,Fox,56,78,Maturation,Drama,,
2008,6274,3215,20.17,0.29,219.30,80.28,,150.0,What Happens in Vegas,Fox,28,72,Love,Comedy,,
2008,6090,2464,15.0,2.19,43.80,39.26,5.39,20.0,Lakeview Terrace,Sony,46,44,rivalry,Crime,,
2008,5939,2510,14.91,3.61,43.30,38.11,5.38,12.0,Harold and Kumar Escape from Guantanamo Bay,Warner Bros.,54,65,escape,Adventure,,
2008,5775,2461,14.2,3.10,37.20,31.69,,12.0,Quarantine,Sony,59,46,Monster Force,Horror,,
2008,5602,2642,14.8,1.66,129.40,46.69,161.80,78.0,Australia,Fox,55,69,Fish Out of Water,Adventure,,
2008,5427,692,3.76,4.83,77.20,22.84,,16.0,Vicky Cristina Barcelona,The Weinstein Company,82,73,temptation,Romance,,
2008,5407,2729,14.76,2.65,106.00,46.01,59.95,40.0,Made of Honor,Sony,13,61,Love,Comedy,,
2008,5318,3434,18.26,2.27,113.40,79.41,,50.0,Yes Man,Warner Bros.,43,72,Transformation,Comedy,,
2008,5225,3376,17.6,2.41,84.20,40.66,44.73,35.0,Max Payne,Fox,16,36,Revenge,Action,,
2008,5174,3606,18.6,0.78,93.40,43.95,50.00,120.0,Speed Racer,Warner Bros.,38,61,Quest,Action,,
2008,5101,2436,12.4,4.73,56.80,31.42,25.55,12.0,The Eye,Lionsgate,22,51,Sacrifice,Horror,,
2008,5054,2467,12.5,3.18,63.60,26.42,39.15,20.0,Street Kings,Fox,37,62,The Riddle,Action,,
2008,4985,2532,12.62,1.14,73.80,36.10,75.67,65.0,Death Race,Universal,42,69,escape,Action,,
2008,4940,3847,19.0,1.76,162.80,71.20,91.64,92.5,The Spiderwick Chronicles,Paramount,79,67,fish out of water,Fantasy,,
2008,4830,3121,15.08,16.88,43.90,33.48,10.41,2.6,Semi-Pro,Warner Bros.,21,41,underdog,Comedy,,
2008,4795,2368,11.4,1.50,52.50,28.69,23.97,35.0,Untraceable,Independent,14,56,riddle,Thriller,,
2008,4754,2710,12.9,0.26,17.50,39.19,75.70,67.5,Body of Lies,Warner Bros.,53,65,Temptation,Action,,
2008,4655,535,2.49,0.25,15.17,12.31,2.86,60.0,Miss Pettigrew Lives for a Day,Independent,78,70,Love,Comedy,,
2008,4594,2626,12.06,2.03,60.90,31.72,77.26,30.0,Transporter 3,Independent,36,58,escape,Action,,
2008,4580,2769,12.7,0.71,41.00,31.23,9.93,58.0,Leatherheads,Universal,52,41,Rivalry,Comedy,,
2008,4430,2204,9.76,7.86,55.00,32.01,23.20,7.0,"Definitely, Maybe",Universal,71,72,Discovery,Comedy,,
2008,4233,3452,14.6,7.72,65.60,35.16,33.12,8.5,Star Wars: The Clone Wars,Independent,19,46,sacrifice,Animation,,
2008,4190,2664,11.2,2.10,73.40,30.69,46.80,35.0,Mirrors,Independent,14,49,monster force,Horror,,
2008,40385,36,1.5,2.51,50.16,31.84,18.32,20.0,Milk,Universal,94,88,quest,Biography,"Best Actor, Original Screenplay",
2008,3831,2054,7.9,1.15,25.30,23.53,4.13,22.0,Traitor,Liberty Starz,55,66,Pursuit,Thriller,,
2008,3760,3513,13.2,2.70,99.90,48.01,52.07,37.0,Nim's Island,Independent,51,50,rescue,Adventure,,
2008,3702,1603,5.94,3.19,63.80,30.06,34.76,20.0,The Bank Job,Independent,78,74,Quest,Thriller,,
2008,3700,1106,4.09,1.66,11.65,9.51,2.14,7.0,Smart People,Independent,50,41,Transformation,Comedy,,
2008,3680,3735,10.07,1.53,36.60,31.30,,24.0,Zack and Miri Make a Porno,The Weinstein Company,64,70,Love,Romance,,
2008,36283,4366,158.4,5.39,996.90,530.92,468.58,185.0,The Dark Knight,Warner Bros.,94,96,Revenge,Thriller,Supporting Actor,Supporting Actor
2008,3528,1291,4.56,0.45,11.18,10.92,0.26,25.0,Stop-Loss,Paramount,65,27,Tragedy,Drama,,
2008,3415,2962,10.12,2.88,46.10,26.90,23.11,16.0,The Women,Warner Bros.,13,41,Transformation,Drama,,
2008,3373,3056,10.3,1.24,49.70,32.86,16.82,40.0,Drillbit Taylor,Paramount,26,49,Comedy,Comedy,,
2008,3330,1505,5.01,1.20,24.00,13.25,13.71,20.0,Ghost Town,Paramount,85,60,transformation,Comedy,,
2008,3255,3104,10.1,1.61,88.72,50.87,37.84,55.0,The Tale of Despereaux,Universal,54,46,Rescue,Animation,,
2008,3212,2960,9.51,1.09,71.10,25.87,45.35,65.0,Superhero Movie,The Weinstein Company,15,36,Comedy,Comedy,,
2008,3174,2604,8.27,1.81,36.20,19.22,22.40,20.0,My Best Friend's Girl,Lionsgate,14,51,Comedy,Comedy,,
2008,3147,3185,10.1,1.95,68.30,20.98,47.39,35.0,The X-Files: I Want to Believe,Fox,32,34,monster force,Thriller,,
2008,3132,2470,7.74,1.19,26.10,20.67,5.74,22.0,Mad Money,Independent,22,51,Comedy,Comedy,,
2008,2860,2511,7.18,1.72,63.80,30.11,34.73,37.0,Space Chimps,Independent*,36,37,Transformation,Animation,,
2008,2846,2812,8.0,0.90,22.60,17.43,5.30,25.0,The Ruins,Paramount,46,32,rescue,Horror,,
2008,2815,2213,6.23,1.67,33.40,16.29,1.34,20.0,Swing Vote,Disney,36,44,maturation,Comedy,,
2008,2643,2044,5.4,,12.33,12.08,0.25,0.0,Soul Men,The Weinstein Company,45,42,Comedy,Comedy,,
2008,2576,2509,6.5,3.58,21.50,17.75,19.23,6.0,The Spirit,Lionsgate,14,29,rivalry,Action,,
2008,2544,1936,4.9,0.65,21.60,11.01,11.20,33.0,Doomsday,Relativity Media,48,47,Quest,Action,,
2008,2423,2585,6.26,0.79,23.80,15.74,15.41,30.0,Pride & Glory,Warner Bros.,34,54,Temptation,Crime,,
2008,24024,4105,98.62,3.13,581.90,318.31,266.76,186.0,Iron Man,Paramount,94,91,Metamorphosis,Action,,
2008,23507,4260,100.1,4.25,786.60,317.02,469.53,185.0,Indiana Jones and the Kingdom of the Crystal Skull,Paramount,77,59,Pursuit,Action,,
2008,2209,2642,5.8,1.73,34.50,14.19,20.62,20.0,Disaster Movie,Lionsgate,2,28,Rescue,Comedy,,
2008,20368,3419,69.64,6.66,246.50,176.82,199.85,37.0,Twilight,Summit,49,82,Love,Romance,,
2008,19568,3451,67.5,2.47,567.00,166.80,,230.0,Quantum of Solace,MGM,64,62,Revenge,Action,,
2008,1953,2089,4.0,0.39,11.74,11.51,0.23,30.0,The Longshots,Independent,39,39,Quest,Comedy,,
2008,1744,3011,5.25,0.84,50.50,11.80,38.85,60.0,Meet Dave,Fox,19,42,Fish Out of Water,Adventure,,
2008,17363,3285,57.04,7.22,415.10,152.65,262.61,57.5,Sex and the City,Warner Bros.,49,81,love,Comedy,,
2008,1703,2508,4.3,0.27,8.19,8.05,0.15,30.0,Punisher: War Zone,Lionsgate,27,47,Revenge,Action,,
2008,1625,2808,4.56,0.26,9.81,9.79,0.01,37.5,The Express,Independent,62,73,Maturation,Biopic,,
2008,16040,3175,50.93,4.56,342.10,134.33,,75.0,Wanted,Universal,73,72,Transformation,Action,,
2008,15810,3505,55.14,1.91,262.50,134.53,128.62,137.5,The Incredible Hulk,Universal,67,75,Metamorphosis,Action,,
2008,15810,3505,13.91,0.66,40.80,32.20,8.63,62.0,The Love Guru,Paramount,14,38,Comedy,Comedy,,
2008,15803,3992,63.09,2.82,507.30,223.78,,180.0,WALL-E,Disney,96,89,love,Animation,Animated,Animated
2008,15789,3965,62.6,4.16,624.40,227.95,396.44,150.0,Hancock,Sony,40,67,Discovery,Action,,
2008,1559,4056,63.11,3.08,462.30,176.93,423.89,150.0,Madagascar: Escape 2 Africa,Paramount,64,73,Journey and Return,Animation,,
2008,1490,2421,3.61,0.55,10.41,8.40,2.01,19.0,Sex Drive,Summit,46,61,Journey and Return,Adventure,,
2008,14642,4114,60.24,3.16,631.90,215.43,416.31,200.0,Kung Fu Panda,Paramount,88,83,Underdog,Animation,,
2008,14007,3929,55.03,2.10,419.60,141.62,278.04,200.0,The Chronicles of Narnia: Prince Caspian,Disney,66,78,fish out of water,Action,,
2008,11744,3411,40.1,6.83,170.80,80.05,90.72,25.0,Cloverfield,Paramount,77,67,Monster Force,Action,,
2008,11601,3623,42.03,21.88,240.70,89.70,162.35,11.0,High School Musical 3: Senior Year,Disney,65,76,love,Comedy,,
2008,11384,3954,45.0,3.49,297.00,154.53,142.60,85.0,Dr. Seuss' Horton Hears a Who!,Fox,79,75,rescue,Animation,,
2008,11130,3462,38.53,2.52,201.80,100.02,,80.0,You Don't Mess with the Zohan,Sony,36,50,fish out of water,Comedy,,
2008,10780,3204,34.5,1.93,158.90,75.79,84.40,82.5,Hellboy II: The Golden Army,Universal,87,70,sacrifice,Action,,
2008,10518,3410,35.9,2.56,269.10,94.78,175.00,105.0,"10,000 B.C.",Warner Bros.,9,44,Rescue,Adventure,,
2008,10448,3480,36.36,2.03,111.80,106.51,99.56,55.0,Marley and Me,Fox,63,77,love,Comedy,,
2008,10011,2006,20.08,2.10,41.98,41.98,0.00,20.0,Tyler Perry's Meet the Browns,Independent,31,36,Discovery,Drama,,
2008,10000,3094,30.94,1.97,128.00,100.47,27.64,65.0,Step Brothers,Sony,54,68,Comedy,Comedy,,
2008,($),,,% of budget recovered,($m),($m),($m),,,,,,,,,
2008,,2339,7.8,0.92,27.60,19.44,11.22,30.0,Igor,Independent,36,42,Temptation,Animation,,
2008,,,31.07,1.87,149.60,118.25,43.58,80.0,Four Christmases,Warner Bros.,26,52,love,Comedy,,
2008,,,29.48,1.57,262.34,148.10,114.25,167.0,Gran Torino,Independent,80,90,Temptation,Drama,,
2008,,,19.6,3.36,124.34,59.62,75.72,50.19,Average,,46,,,,,
2008,,,9.4,1.22,66.90,35.69,77.28,55.0,Changeling,Independent,62,84,quest,Drama,,
2008,,,5.3,0.75,18.70,18.73,17.46,25.0,Doubt,Independent,78,75,riddle,Drama,,
2008,,,4.3,13.20,198.00,101.89,236.59,15.0,Slumdog Millionaire,Independent,94,90,Underdog,Crime,"Best Picture, Director, Adapted Screenplay","Best Film, Director, Adapted Screenplay"
2008,,,3.8,1.38,20.75,10.01,10.73,15.0,Penelope,Summit,52,74,love,Comedy,,
2008,,,3.3,2.54,34.30,13.85,29.46,13.5,The Duchess,Paramount,60,68,Love,Drama,,
2008,,,3.3,1.77,17.70,17.66,,10.0,Kit Kittredge: An American Girl,Warner Bros.,78,26,riddle,Drama,,
2008,,,3.13,0.31,11.78,7.84,3.94,38.0,City of Ember,Independent,52,48,escape,Adventure,,
2008,,,1.9,1.30,32.60,12.42,27.90,25.0,Fly Me to the Moon,Independent,18,26,Journey and Return,Animation,,
2008,,,1.03,2.64,33.00,8.70,31.37,12.5,The Boy in the Striped Pyjamas,Independent,63,84,Tragedy,Drama,,
2008,,,0.46,2.13,32.00,7.80,25.59,15.0,In Bruges,Independent,81,85,Fish Out of Water,Crime,,
2008,,,0.29,0.90,10.86,10.33,0.53,12.0,Rachel Getting Married,Independent,85,61,love,Drama,,
2008,,,0.09,4.52,18.08,9.43,8.65,4.0,The Visitor,Independent,92,83,Transformation,Drama,,
2007,9976,3183,31.7,1393.53%,139.35,63.30,76.05,10.00,Saw IV,Independent,18,70,Escape,Horror,,
2007,9795,3495,34.2,218.89%,186.05,120.06,65.99,85.00,I Now Pronounce You Chuck and Larry,Universal,13,73,Comedy,Comedy,,
2007,9791,3408,33.4,348.66%,383.53,134.53,249.00,110.00,Live Free or Die Hard,Fox,79,86,Rescue,Action,,
2007,9790,3372,33,238.87%,145.71,118.59,27.11,61.00,Blades of Glory,Paramount,69,66,Rivalry,Comedy,,
2007,9679,3928,38,191.42%,287.12,126.63,160.49,150.00,Bee Movie,Paramount,52,57,Journey and Return,Animation,,
2007,9233,3730,34.4,400.57%,340.49,127.81,212.68,85.00,Enchanted,Disney,93,80,Love,Comedy,,
2007,9042,860,7.8,644.00%,161.00,74.28,86.72,25.00,No Country for Old Men,Paramount,95,84,Pursuit,Drama,"Best Picture, Director, Supporting Actor, Adapted Screenplay","Supporting Actor, Director"
2007,8803,3121,27.5,270.06%,202.55,118.87,83.68,75.00,Hairspray,Warner Bros.,92,84,Underdog,Musical,,
2007,8726,3153,27.5,130.84%,196.26,82.20,114.07,150.00,Beowulf,Paramount,71,52,Journey and Return,Action,,
2007,8654,3604,31.2,99.08%,173.39,100.46,72.93,175.00,Evan Almighty,Universal,23,56,Comedy,Comedy,,
2007,7598,2925,22.2,588.80%,117.76,80.21,37.55,20.00,Disturbia,Paramount,67,75,Pursuit,Thriller,,
2007,7592,3472,26.4,392.35%,78.47,58.27,20.20,20.00,Halloween,The Weinstein Company,26,64,Pursuit,Horror,,
2007,7446,1249,9.3,305.05%,152.52,52.90,99.63,50.00,Sweeney Todd: The Demon Barber of Fleet Street,Warner Bros.,86,81,Revenge,Musical,,
2007,7396,3103,22.9,672.13%,147.87,90.64,57.23,22.00,The Game Plan,Disney,27,75,Discovery,Comedy,,
2007,7361,3413,25.1,169.33%,169.33,97.82,71.51,100.00,Meet the Robinsons,Disney,66,75,Quest,Animation,,
2007,7308,3528,25.7,206.80%,372.23,70.11,302.13,180.00,The Golden Compass,Warner Bros.,42,55,Rescue,Action,,
2007,6661,2911,19.4,387.36%,174.31,93.47,80.84,45.00,The Bucket List,Warner Bros.,41,81,discovery,Drama,,
2007,6644,2801,18.6,434.33%,86.87,39.74,47.13,20.00,Epic Movie,Independent,2,38,Comedy,Comedy,,
2007,6599,2218,14.6,335.91%,57.10,35.79,21.32,17.00,Smokin' Aces,Universal,27,64,Pursuit,Action,,
2007,6202,2831,17.6,419.98%,84.00,47.85,36.14,20.00,Premonition,Sony,8,55,The Riddle,Drama,,
2007,5671,2362,13.4,130.44%,84.79,33.08,51.71,65.00,Zodiac,Paramount,89,73,Pursuit,Thriller,,
